store,mae,mape
44,1171.6379745457873,11.33382656942642
3,935.1986650737995,11.347819080395489
40,802.0378146830261,14.031080875049865
16,492.31023661193353,18.768090745479746
32,1040.2215910416553,74.58282204528894
