store,service_rate_no_buffer,service_rate_with_buffer,avg_excess_with_buffer
44,56.666666666666664,84.44444444444444,1382.289350250818
3,70.0,91.11111111111111,1389.907832992058
40,58.88888888888889,81.11111111111111,799.0524985019874
16,58.88888888888889,70.0,336.82138167473477
32,95.55555555555556,97.77777777777777,1279.9921086092697
